"Zona";"Subzona";"Tipo";"Dirección";"Precio (€)";"m² construidos";"m² útiles";"Habitaciones";"Baños";"Planta";"Exterior/Interior";"Ascensor";"Estado";"Año construcción";"Calefacción";"Aire acondicionado";"Garaje";"Trastero";"Terraza";"Piscina";"Jardín";"Certificación energética";"Descripción";"Link";"Coche lunes 8am (min)";"Coche domingo 9am (min)";"Distancia coche (km)";"Bus lunes 8am (min)";"Bus domingo 9am (min)";"A pie (min)"
"Valladolid";"Centro";"Piso";"Calle de San Isidro";"166900";"86";"73";"3";"1";"3ª</span>";"?";"Sí";"Buen estado";"1969";"Calefacción individual: Gas natural";"";"Sí";"";"Sí";"";"";"En trámite";"IMAC INMOBILIARIA Ofrece en venta piso en Paseo San Isidro, cerca de la Plaza Circular de Valladolid. La vivienda consta de 86m2 construidos, 3 dormitorios, Salon-comedor con galería cerrada y unas espectaculares vistas a los alrededores, baño con plato de ducha y ventana, amplia cocina amueblada, caldera de Gas Natural en buen estado con las revisiones anuales de mantenimiento realizadas. Ascensor. Dispone de una plaza de garaje incluida a escasos metros de la misma calle con buen acceso y puerta automatica. El estado de la vivienda en general es para reformar conservando algun material que se encuentra en buen estado. No dudes en visitarlo! Contactanos para realizar una visita con cita previa.";"https://www.idealista.com/inmueble/110887566/";"11";"8";"2.4";"17";"17";"24"
"Valladolid";"Centro";"Piso";"Calle Padre Francisco Suárez";"264000";"118";"100";"4";"2";"1ª</span>";"Exterior";"Sí";"Buen estado";"1960";"Calefacción central: Gas";"";"";"";"";"";"";"";"Piso para entrar a vivir en Calle Francisco Suárez, junto al Paseo de Zorrilla, en muy buena zona, frente al Colegio Ponce de León, rodeado de comercios, supermercados, restaurantes, paradas de autobús.. . Es una 1ª planta con ascensor que tiene una superficie útil de 100m2 distribuidos en 4 dormitorios, 2 cuartos de baño, cocina amueblada, y amplio salón. ¡Por sólo 264.000€! ¡Visítelo con InmoEsgueva! (Le ayudamos con la financiación si lo necesita) Finan100. es.";"https://www.idealista.com/inmueble/110888685/";"";"";"";"";"";""
"Valladolid";"Centro";"Piso";"Calle de Panaderos";"192000";"74";"65";"3";"1";"7ª</span>";"Interior";"Sí";"Buen estado";"1965";"Calefacción individual: Gas natural";"";"";"";"";"";"";"";"Piso en exclusiva en venta – Ideal para inversores | Calle Panaderos, Valladolid Presentamos este piso en exclusiva situado en la calle Panaderos, una de las zonas más céntricas y bien comunicadas de Valladolid. Ubicado a pocos minutos de la estación del AVE y autobuses, este inmueble se encuentra en un entorno con todos los servicios: comercios, supermercados, colegios, transporte público y zonas verdes. Además, está a un paso del Campo Grande, uno de los parques más emblemáticos de la ciudad, perfecto para disfrutar de paseos y momentos de ocio en pleno centro. La vivienda cuenta con 3 dormitorios, 1 baño, y destaca por su gran luminosidad, lo que aporta una agradable sensación de amplitud y confort en todas las estancias. Dispone de cocina independiente totalmente equipada, ideal para el día a día, y el edificio cuenta con ascensor, aportando comodidad y accesibilidad. Una característica muy interesante de este inmueble es que se vende con inquilinos, lo que lo convierte en una excelente oportunidad de inversión para quienes buscan rentabilidad desde el primer momento, sin preocuparse por encontrar arrendatarios. Si buscas una inversión segura en una ubicación estratégica del centro de Valladolid, esta vivienda reúne todos los elementos para convertirse en una apuesta muy interesante. ¡Una oportunidad perfecta para inversores! [IW].";"https://www.idealista.com/inmueble/110890652/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Centro";"Estudio";"Calle Huelva, 18";"70000";"50";"45";"0";"1";"Bajo";"Exterior";"No";"A reformar";"?";"";"";"";"";"";"";"";"";"VENTA LOCAL 50 M2 70.000€ BAR – POSIBILIDAD VIVIENDA Se vende local 50m2 Calle Huelva, Valladolid Actual Bar, con opción a Vivienda Interesados llamar al.";"https://www.idealista.com/inmueble/110892205/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Centro";"Piso";"CL San Luis";"285900";"146";"109";"3";"2";"5ª</span>";"Exterior";"Sí";"Buen estado";"1981";"Calefacción central: Gas";"";"Sí";"";"Sí";"";"";"";"Piso con ascensor, garaje y excelentes vistas junto a Labradores (Valladolid) Si buscas una vivienda luminosa, bien distribuida y situada en una de las zonas más demandadas de Valladolid, este piso junto a Labradores puede ser una gran oportunidad. La vivienda cuenta con tres dormitorios amplios y muy luminosos, ideales tanto para familias como para quienes necesitan una habitación adicional para despacho o zona de trabajo. El dormitorio principal dispone de baño incorporado tipo suite, aportando mayor comodidad. El salón es amplio e independiente, con salida directa a una terraza exterior cerrada, desde la que se disfrutan excelentes vistas y una gran entrada de luz natural, creando un espacio muy agradable para el día a día. La cocina es grande y funcional, con buen espacio de almacenaje y salida a una segunda terraza interior, muy práctica para uso diario. La vivienda dispone de dos baños completos, ambos amplios, además de estancias cómodas que permiten adaptar la distribución a las necesidades de cada familia. El edificio cuenta con ascensor y portal reformado y adaptado, facilitando el acceso sin barreras. Además, el piso incluye plaza de garaje en el mismo edificio, una gran ventaja en una zona céntrica donde el aparcamiento es especialmente demandado. Entre sus calidades destacan doble ventana, carpintería en buen estado y calefacción central, que aportan confort durante todo el año. Ubicado junto a Labradores, en una zona céntrica con todos los servicios a pocos pasos: transporte público, comercios, supermercados, bancos y zonas de ocio. Una ubicación muy cómoda para el día a día. Una vivienda luminosa, con garaje y excelente ubicación, ideal para convertirla en tu próximo hogar. No esperes más. ¡Llama ahora y ven a visitarlo! ¿Necesitas financiación? En CasaSur podemos ayudarte y acompañarte durante todo el proceso de compra. CasaSur. Especialistas en viviendas de segunda mano en Valladolid. Si quieres conocer más detalles y ver toda la información del inmueble, puedes consultarla en el enlace adicional de este anuncio. ***Las superficies expresadas en este anuncio tienen carácter descriptivo y son aproximadas.";"https://www.idealista.com/inmueble/110897702/";"9";"7";"2.0";"14";"13";"14"
"Valladolid";"Centro";"Piso";"Calle Manantial";"150000";"85";"75";"3";"1";"3ª</span>";"Exterior";"Sí";"Buen estado";"1971";"Calefacción individual: Gas natural";"";"";"";"Sí";"";"";"";"TECNOCASA LA VICTORIA-PUENTE JARDÍN VENDE: VIVIENDA DE 3 DORMITORIOS PARA ENTRAR A VIVIR CON VISTAS PANORÁMICAS DE LA CIUDAD. Piso de 85 metros cuadrados construidos totales y 79 metros cuadrados de vivienda. Compuesto por 3 dormitorios de buen tamaño, salón, cocina completamente reformada, cuarto de baño completo y reformado con ventana. La vivienda cuenta con suelos en parqué natural de roble, calefacción individual de Gas Natural con dobles ventanas correderas, baño adaptado y puerta de acceso a la vivienda blindada. Vivienda a pleno rendimiento. Situado en el corazón del barrio de La Victoria, se encuentra próximo a todos los servicios y comunicado al centro de la ciudad. Posibilidad de financiación hasta el 100%, consulte condiciones. Tecnocasa, mas de 30 años de experiencia. "". "".";"https://www.idealista.com/inmueble/110898071/";"8";"6";"2.5";"19";"14";"26"
"Valladolid";"Centro";"Piso";"Calle Portillo del Prado, 30";"164000";"90";"82";"3";"1";"4ª</span>";"Exterior";"Sí";"A reformar";"1972";"Calefacción central: Gas";"";"";"";"Sí";"";"";"En trámite";"Attico inmobiliaria vende! Fantástica vivienda ubicada en Portillo del Prado, Valladolid Cuarta planta con ascensor Dispone de 3 amplias habitaciones Cocina amueblada con acceso a galería exterior Salón con terraza exterior Baño para actualizar con bañera Calefacción centralizada de gas natural Vivienda cercana a escasos metros de la avenida Palencia y Santa clara Cercana a servicios como Farmacias, Supermercados, Colegios y a escasos metros de las universidades de Valladolid No dude en consultarnos! Financiamos hasta el 100%.";"https://www.idealista.com/inmueble/110898332/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Centro";"Ático";"Calle Doctor Ochoa";"159900";"82";"75";"3";"1";"4ª</span>";"Exterior";"No";"Buen estado";"1960";"Calefacción individual: Gas natural";"";"";"";"Sí";"";"";"En trámite";"'. 'Agencia inmobiliaria de VALLADOLID zona UNIVERSIDADES - HOSPITAL - LA RONDILLA - SANTA CLARA' - VENDE - PISO- Piso de 82m2 construidos, 75m2 útiles. El piso se distribuye en, 3amplias habitaciones, salón CON TERRAZA y TOLDO, cocina y baño. Vivienda REFORMADA en todos los aspectos. Desde la FONTANERÍA hasta la ELECTRICIDAD. Cuenta con los suelos y todas las ventanas cambiadas a climalí oscilobatiente con rotura de puente térmico y doble cristal con cámara de aire. Aislamiento con trasdosado de Pladur en todo el perímetro de la vivienda con perfilería metálica, placa de yeso y aislante TERMICO y ACUSTICO mediante Lana de roca. Caldera cambiada. La vivienda totalmente exterior se quedaría completamente amueblada. Gran oportunidad de inversión dada la cercanía al CLINICO y las UNIVERSIDADES! TECNOCASA, Red Inmobiliaria líder en el sector con más de 30 años de experiencia, presente en más de 11 países, con más de 700 oficinas a nivel nacional y 18 oficinas en Valladolid. Realizamos valoraciones de su hogar totalmente gratuitas; gestionamos el proceso de post-venta (tanto para comprador como para el vendedor); además, les daremos toda la información que necesiten sobre hipotecas, les ayudaremos a tramitar herencias, certificados, cambios de titularidad, plusvalías, permiso de venta, etc. Contamos con la colaboración del departamento de financiación de KÍRON, su experto intermediario que le asesorará gratuitamente sin ningún compromiso. Nuestros servicios: -Hipoteca “primera vivienda”. - Hipoteca “cambio de vivienda”. - Hipoteca 100%. Disponemos de las mejores viviendas del mercado. NO DUDE EN VISITARNOS. TECNOCASA: 'MÁS DE 25 AÑOS REALIZANDO SUEÑOS. FINANCIACIÓN DE HASTA EL 100%. '.";"https://www.idealista.com/inmueble/110899468/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Centro";"Piso";"Calle de Enrique Cubero, 24";"210000";"95";"";"2";"2";"1ª</span>";"Exterior";"Sí";"Buen estado";"2003";"Calefacción individual: Gas natural";"";"Sí";"Sí";"Sí";"Sí";"";"";"Apartamento muy luminoso de 2 dormitorios y 2 baños; totalmente exterior con orientación sur. Plaza de garaje amplia y trastero incluidos en el precio. La urbanización cuenta con piscina con zona ajardinada. Se encuentra en una de las mejores zonas de Parquesol, con todos los servicios cerca. Abstenerse inmobiliarias.";"https://www.idealista.com/inmueble/110902658/";"1";"1";"0.3";"6";"6";"6"
"Valladolid";"Centro";"Piso";"Calle Asteroride s/n";"266000";"107";"85";"4";"2";"3ª</span>";"Exterior";"Sí";"A estrenar";"?";"Calefacción individual";"";"Sí";"Sí";"Sí";"Sí";"Sí";"B";"Engel &amp; Völkers presenta el lanzamiento exclusivo de la primera fase de RESIDENCIAL VERUM, de la mano de Raimconsa, nace un proyecto pensado para quienes buscan el equilibrio perfecto entre modernidad, sostenibilidad y una ubicación estratégica en la zona este de la capital, Los Santos Pilarica. Esta fase inicial consta de 18 viviendas exclusivas de 2, 3 y 4 dormitorios, distribuidas en un edificio vanguardista de tres plantas y ático. Todas las viviendas cuentan con amplias terrazas privadas, que integran el exterior en tu salón, diseñadas para maximizar la entrada de luz natural y ofrecerte un mirador personal hacia la ciudad. Vivir en RESIDENCIAL VERUM es sinónimo de ahorro y bienestar, gracias a la máxima especialización de Raimconsa, el edificio cuenta con la Calificación Energética A: con aerotermia, climatización inteligente mediante suelo radiante/refrescante, el sistema más eficiente y confortable del mercado. Con aislamiento superior, a través de la ventilación y acristalamientos de última generación que garantizan un aislamiento térmico y acústico inigualable. El residencial ofrece espacios que inspiran en una urbanización cerrada donde la vida fluye, disfrutando de amplias áreas ajardinadas, piscina, sala multiusos y parque infantil. RESIDENCIAL VERUM está situado en la confluencia de las calles Asteroide y Galaxia, en el corazón de un barrio joven y vibrante, con una ubicación privilegiada. Con una conectividad total gracias al nuevo túnel de Andrómeda y excelentes servicios de transporte público. Rodeado de equipamientos comerciales, deportivos y educativos, muy próximo al Campus universitario Miguel Delibes. No solo compras una vivienda; inviertes en una propiedad con la garantía de una comercializadora de gran trayectoria en Valladolid y el sello de calidad de Engel &amp; Völkers.";"https://www.idealista.com/inmueble/110902987/";"";"";"";"";"";""
"Valladolid";"Centro";"Piso";"Calle del Doctor Sánchez Villares";"172000";"87";"60";"2";"1";"Bajo";"Exterior";"Sí";"Buen estado";"?";"";"";"Sí";"";"";"";"";"A";"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. *No se admiten visitas a la vivienda Vivienda sin amueblar, en perfecto estado. Cocina amueblada y equipada. Estupendo salón. Suelos de tarima y armarios empotrados. 2 dormitorios y un baño amueblado y equipado. Y además, ¡plaza de garaje incluida en el precio! *No se admiten visitas a la vivienda Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas. Consulte condiciones y disponibilidad. *Imágenes orientativas sin carácter vinculante. **Las imágenes corresponden a un apartamento tipo. **Viviendas sujetas a disponibilidad y viviendas no amueblada. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.";"https://www.idealista.com/inmueble/110903992/";"";"";"";"";"";""
